,index,FP1_delta,FP1_theta,FP1_alpha,FP1_beta,FP1_gamma,FP2_delta,FP2_theta,FP2_alpha,FP2_beta,FP2_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,FZ_delta,FZ_theta,FZ_alpha,FZ_beta,FZ_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,FT7_delta,FT7_theta,FT7_alpha,FT7_beta,FT7_gamma,FC3_delta,FC3_theta,FC3_alpha,FC3_beta,FC3_gamma,FCZ_delta,FCZ_theta,FCZ_alpha,FCZ_beta,FCZ_gamma,FC4_delta,FC4_theta,FC4_alpha,FC4_beta,FC4_gamma,FT8_delta,FT8_theta,FT8_alpha,FT8_beta,FT8_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,CZ_delta,CZ_theta,CZ_alpha,CZ_beta,CZ_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,TP7_delta,TP7_theta,TP7_alpha,TP7_beta,TP7_gamma,CP3_delta,CP3_theta,CP3_alpha,CP3_beta,CP3_gamma,CPZ_delta,CPZ_theta,CPZ_alpha,CPZ_beta,CPZ_gamma,CP4_delta,CP4_theta,CP4_alpha,CP4_beta,CP4_gamma,TP8_delta,TP8_theta,TP8_alpha,TP8_beta,TP8_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,PZ_delta,PZ_theta,PZ_alpha,PZ_beta,PZ_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,OZ_delta,OZ_theta,OZ_alpha,OZ_beta,OZ_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,label
59,59,0.0955296522414218,0.0,0.059066645661197084,0.27967904356435275,0.11948305997873344,0.0920012704533454,0.0,0.08238639010662938,0.2299570406185923,0.08720741198063846,0.11664837183541987,0.0,0.02056458042652285,0.2435109225562082,0.1658509533132668,0.0891993587639158,0.0,0.02422488300744139,0.34586028818009873,0.17362161605709125,0.09955008544877468,0.0,0.058841936113902364,0.3240499260131689,0.09121141561167714,0.08587980195064754,0.0,0.09548639149979728,0.21587084025018136,0.0775070380316232,0.09193341236715948,0.0,0.06811828365725195,0.19064047222317546,0.0660399365877286,0.11823251535577722,0.0,0.03392588680911125,0.24391789347251103,0.08270461615809398,0.08893381061926424,0.0,0.03753060041221557,0.3430611357585719,0.1496980137626864,0.08979025110969269,0.0,0.062494304723244624,0.31669289032106296,0.08725391923861711,0.07469369393084131,0.0,0.10565722290938287,0.21577955530094026,0.07619004101860594,0.08124786813694418,0.0,0.0803278295960597,0.17874313635424527,0.046255654458782984,0.1254974775801131,0.0,0.04763545403627128,0.17116540071497055,0.03947510775209248,0.11782881375542348,0.0,0.07383826152624028,0.2241156455452178,0.058510211654977724,0.10409652619312013,0.0,0.05919893070046715,0.31819886699725713,0.07875543994293445,0.06737422594223581,0.0,0.1414369645538598,0.1867930915092325,0.040960439501063615,0.06612112966876957,0.0,0.14430582330372016,0.1413966501167033,0.02781045804942433,0.08819265174545356,0.0,0.08341839904547066,0.17553690473999067,0.0747252894963373,0.12444357328396062,0.0,0.0919926950813724,0.1554948608471319,0.04414115097682219,0.13579001119383893,0.0,0.07368894754952339,0.2380527658934912,0.05395648315050372,0.06558188504751364,0.0,0.15952560687521616,0.18468473542405447,0.028988453200745726,0.052297474027916686,0.0,0.14937326603762896,0.13500790829223888,0.0900667167763156,0.09462575701111674,0.0,0.1170581306315126,0.1473353255251439,0.02694632613910325,0.11947673984664303,0.0,0.09893399889152688,0.13227855270652125,0.03689560203649416,0.14214296920984992,0.0,0.07473621698306444,0.2254490242348904,0.045515261794999866,0.06546413983957257,0.0,0.16684646253127353,0.17047555211754034,0.021647645022907648,0.06018146338184456,0.0,0.17707207855965112,0.10780728599085193,0.016171833307084674,0.09997774418332887,0.0,0.1045812199602064,0.16521539247822828,0.03025748909767247,0.08376209378779426,0.0,0.10714747601392194,0.21302448781872751,0.0261234795181376,0.07914008580244379,0.0,0.14945246465237566,0.18187173098655945,0.020927871930572373,1.0
64,64,0.07144520434430178,0.0,0.09471312404445624,0.16508671960891474,0.040547583738533996,0.14799437158188453,0.0,0.11113679741095688,0.1699951219824855,0.05006831100244757,0.1535487342236044,0.0,0.03640750050412805,0.19047977322639206,0.08791574956304013,0.10536833955955252,0.0,0.052092377631867255,0.16708096535850972,0.0851439428721758,0.08503318319269262,0.0,0.09404081990680986,0.17944309155514113,0.04475058492584606,0.15093158128846795,0.0,0.09008750461432714,0.1729906060171739,0.03916680128315058,0.2523549435669054,0.0,0.05519141219083865,0.11917794951970083,0.0243754913366922,0.17644106467537746,0.0,0.034903894373703705,0.17509959443826528,0.09141825918515248,0.12313868781939515,0.0,0.05016919104693392,0.1913945057020255,0.06761502965257328,0.13488760864113716,0.0,0.07402176691154062,0.16556304075248746,0.040807192086363284,0.15307842319416326,0.0,0.08941880470576069,0.16543027615533634,0.04674919776679006,0.23072221732307996,0.0,0.0625018549589609,0.14217747762407273,0.03083302664978493,0.21029455156947896,0.0,0.04465258295939002,0.1326498679360103,0.02350961037555712,0.14836154568316431,0.0,0.05068811020257594,0.1938599812633265,0.03607835832986896,0.09953209936494996,0.0,0.0947656552974148,0.16754544740685814,0.0401548301790562,0.12253924170030504,0.0,0.14647937706671132,0.13159343693427694,0.037758244516737136,0.17027125451425912,0.0,0.10642258951122938,0.1250229279621619,0.0240744520837141,0.21348110992069416,0.0,0.044341421401022194,0.1540662725275595,0.03741646882833431,0.15729437631755575,0.0,0.06660546348383414,0.17654546454460218,0.033695189495541615,0.10552753607427247,0.0,0.10693273399219784,0.17798771262393073,0.04076201840381615,0.09528714547227167,0.0,0.17433374367241705,0.12630592993854636,0.0219447501912198,0.14488171301510064,0.0,0.11821704642056707,0.12716186111130426,0.02051292352547312,0.2198631218190965,0.0,0.04748719548299106,0.1507250377234316,0.02854804302434705,0.17806926908446213,0.0,0.055900438630137,0.1887338051411956,0.032144076060932086,0.08977085983195639,0.0,0.13528435378640288,0.18007222921252364,0.05768119306425722,0.1053333423429165,0.0,0.16527481264870628,0.12179444019196492,0.016898986425780315,0.15366672295947112,0.0,0.1114050444427786,0.11478320433413985,0.02638429082191851,0.2141325213879829,0.0,0.03457921443568946,0.17322026692194648,0.03517490171800605,0.1491257987167356,0.0,0.07620421601595029,0.2269258099670858,0.04195347414361048,0.1597739079661787,0.0,0.10013805954438676,0.14682147501863976,0.031116231459886488,0.0
71,71,0.2682813751962673,0.0,0.03050422050282817,0.05319571805435774,0.05838155135670196,0.2590803783240744,0.0,0.043655439928817374,0.04818043103282274,0.03635722282114535,0.2806393476211719,0.0,0.023713047656067462,0.06216539677251458,0.08777161338223521,0.2321094311894569,0.0,0.029019615479172176,0.10609297394184423,0.10277114952456824,0.2748761777488501,0.0,0.0351032107040737,0.04792635004569284,0.020553828110844673,0.2677921459618107,0.0,0.037359657731467835,0.059368060104827175,0.02906603880588692,0.2967208809719993,0.0,0.03040971243374365,0.04074772133807457,0.040150662722009074,0.2716162971950219,0.0,0.02056964850972066,0.0760453545113736,0.1256497010681781,0.2500248228111181,0.0,0.028454576203656712,0.0930018070642738,0.10085332664904603,0.28628955403155903,0.0,0.033119710310499345,0.05161212922816757,0.02305620991382824,0.2513062475858405,0.0,0.03203868167681928,0.08994618407082415,0.07565115284694235,0.3052621236315308,0.0,0.021683501104463317,0.05768148197738673,0.03870434853945159,0.2982217226617339,0.0,0.03042424775027904,0.06142195981738548,0.05491544983903107,0.2795264399400507,0.0,0.03329540686641412,0.06474331726098649,0.05464849484925837,0.29570537376401,0.0,0.030888310193675824,0.06020299719888578,0.02579592302511664,0.2581760465635299,0.0,0.029774809124754564,0.07823973782456688,0.1041254063213933,0.3003004176565941,0.0,0.022478015704747167,0.05189326189646114,0.04670430362729215,0.24030418719495936,0.0,0.04534274020619534,0.1172986227832606,0.09372948759295388,0.2790799853344766,0.0,0.041772853804464334,0.062324023536860784,0.03751073074350498,0.2891687467339316,0.0,0.03689683143028062,0.06073060601239046,0.031191450534565655,0.28364164639553263,0.0,0.03313674085071572,0.0641661997622118,0.04737915637780466,0.2825306414552409,0.0,0.025326310527797474,0.0746909284086108,0.06219289646925427,0.19779704341502266,0.0,0.08223047711860194,0.11742786845590428,0.0732462314660036,0.2631265894507066,0.0,0.05429786153813667,0.0651746865470496,0.040886499459150766,0.272341710987388,0.0,0.04529076205456445,0.0693959749627175,0.037264004871286976,0.27389313645088226,0.0,0.042759743840658726,0.06846388153346802,0.043439451263856066,0.2534846759050741,0.0,0.03855520683567163,0.10779693915917564,0.07659955488357778,0.14655960111985586,0.0,0.10974161946609162,0.1400081214541129,0.09646182019828063,0.1566265903017614,0.0,0.09473487896088012,0.1472077628006026,0.09894471747630038,0.1663840849514133,0.0,0.09354264556280326,0.14073815611404206,0.08358094800863403,1.0
73,73,0.17113102400771454,0.0,0.04765291247172125,0.1644439058771502,0.119430083540999,0.18801530898587426,0.0,0.053797832487111126,0.16338068666425865,0.07429598284740238,0.06737840010072142,0.0,0.034981159992414516,0.2683215069948033,0.3227207476430081,0.09337430499328027,0.0,0.026562558678007667,0.24079473885774905,0.3115473365028576,0.19075142392398284,0.0,0.05182128596691468,0.12777302740172256,0.06640136463770102,0.176943289192787,0.0,0.05255094475878108,0.13455892682959505,0.0901780041353184,0.15765148928108458,0.0,0.04425841231095884,0.18924771767891102,0.13728495510207733,0.077509740699541,0.0,0.036550284911207216,0.28879736917422105,0.28917327052828234,0.08935483517299894,0.0,0.03968891313922498,0.22279851375171655,0.2990253571080548,0.1772953968696361,0.0,0.057544234986296634,0.13151705400040994,0.06368797903109755,0.14590124544859698,0.0,0.04259827793902441,0.1708386724018215,0.1717075871874013,0.17203811209349246,0.0,0.03966193320345726,0.1578094211420182,0.1280065900879883,0.11368329631052433,0.0,0.07386521108772083,0.20192679219287546,0.13314396583940727,0.13723417140707111,0.0,0.06226177841298475,0.1589254500082803,0.13344908564550945,0.17561425563601493,0.0,0.06401343056071662,0.12044731242828133,0.057883460524841474,0.1624120863837757,0.0,0.04519481002439733,0.17107831485265232,0.12401843584011707,0.14906550383904674,0.0,0.04164662753436461,0.14721702755074334,0.15624826101334655,0.08700262267010399,0.0,0.07259710890184558,0.2588065367083951,0.18937483914422984,0.1596523511593607,0.0,0.07096940309266705,0.13467790446358893,0.08095692545849749,0.17716206597814702,0.0,0.07491803585910181,0.1207171791840478,0.05914962685847078,0.1835858583266837,0.0,0.05684724990218602,0.14306355336800913,0.06477679708005556,0.16103517558693625,0.0,0.05267576370466075,0.14755861345200375,0.10830612055146646,0.13935832761234435,0.0,0.0855419929546173,0.19678906290671114,0.08592764230438961,0.16871652937522494,0.0,0.07566259092761445,0.13478014231822918,0.06843267148556435,0.18788406022527795,0.0,0.07952526507235122,0.11240562684112056,0.05237559519948205,0.20298687994528428,0.0,0.05943577012940995,0.13648582157156852,0.06300048137965074,0.17551819352118447,0.0,0.06362546010606894,0.1826040791806999,0.11222841774487914,0.15609339271214884,0.0,0.09032513690747536,0.17430175263431952,0.062107163333483636,0.14720433894827925,0.0,0.0942779463420197,0.1847395528435204,0.062082086413915535,0.17477197780851586,0.0,0.0754319741474283,0.1967167344664744,0.06662602335914995,0.0
77,77,0.09826746795293716,0.0,0.07174124295746125,0.2532460874954067,0.17790316845230136,0.13343383505318498,0.0,0.07066439169513203,0.23660057296645684,0.1088523541558601,0.08767377974504885,0.0,0.031699975437278614,0.3865701238241444,0.21973480211305466,0.05997900795615061,0.0,0.04178916526796323,0.4059298960972613,0.2150753451625371,0.13460408264836793,0.0,0.08036450408407324,0.2184719437901617,0.08243391342770909,0.13992446791984275,0.0,0.08815365317854065,0.20054087938641887,0.08578333157158423,0.1282664092874237,0.0,0.06321853032693671,0.2551204271276084,0.16297066867459606,0.10018096801488503,0.0,0.037583143710540265,0.33975883236827603,0.18772892499872595,0.0921203468254348,0.0,0.05956447079695575,0.2919157890936978,0.20026828799659704,0.1416435249951078,0.0,0.08212523411299308,0.20285034746037006,0.07709644950535792,0.11207745287391477,0.0,0.07527862754188466,0.2711652192344868,0.14652913384447416,0.10838575315375366,0.0,0.06750071994985896,0.3090636016631658,0.15545042004257842,0.1259118712197356,0.0,0.04505385876945955,0.2500960943693546,0.2085844946638001,0.11808191146753673,0.0,0.0815462493773912,0.23847626047347745,0.11386558881023108,0.15265886051300753,0.0,0.07753735541323978,0.21089135152507527,0.08250878584746628,0.13280988675980732,0.0,0.08228479212797107,0.2508509254529785,0.1146945836259512,0.09696610124590904,0.0,0.06601138394081943,0.3104781779682901,0.16028552708718416,0.10522622135190872,0.0,0.03475085263681254,0.2678473291509429,0.3044244601619641,0.12923156603459995,0.0,0.07580792706363906,0.2339061805082897,0.12160750476987355,0.14940111793672778,0.0,0.07916558887279995,0.2102669070358542,0.08846954629644364,0.13543012014216593,0.0,0.08467886057009823,0.2587648709102137,0.10750423275371686,0.05539293131242856,0.0,0.03999024610757445,0.3348697152481918,0.28273878003468433,0.15060877533205008,0.0,0.04877896508374418,0.2303975240166274,0.15737356724120502,0.1344127350011028,0.0,0.0693891226110157,0.24327854854410286,0.1214940052988062,0.1335359286040658,0.0,0.07676547265873779,0.2543166141978759,0.10721110601061548,0.13191719026450094,0.0,0.0744262173318169,0.2606530355720633,0.1321582766710721,0.08826527772724374,0.0,0.046930227357754525,0.29274088060423736,0.19738134054356285,0.1039644470382198,0.0,0.05932036209363956,0.3210745165282993,0.11878057434476355,0.07712814025412186,0.0,0.06125569746488215,0.3511693111692824,0.1210918102258262,0.08369265918218602,0.0,0.06496926027393421,0.31170080791882154,0.1202211372259286,0.0
79,79,0.12208848804977253,0.0,0.0324314097666928,0.21185351258422186,0.14206150243021246,0.12616123381669309,0.0,0.044622226880892825,0.20023637470252625,0.1019486029399332,0.05652504590568374,0.0,0.031711035941142364,0.3153768376459049,0.3546655533681004,0.05505892984080157,0.0,0.023346439484947287,0.3354818535859833,0.32664746907393005,0.14197983608281306,0.0,0.044780564288571766,0.18166216025260173,0.06837675477436791,0.13472447443531652,0.0,0.05119825927496638,0.21108547119701404,0.09637189542034796,0.11951717994099678,0.0,0.06218386014376959,0.2705709524618712,0.13778048566580747,0.0819825786897544,0.0,0.045419647883083586,0.3628222766283257,0.18060624647537785,0.11063143953030456,0.0,0.0429148404582439,0.25353020026114764,0.21099965762168746,0.1629525439227429,0.0,0.050096727779848166,0.1800383855842995,0.07792194512758717,0.124619978749097,0.0,0.039629527294564884,0.24328033977098984,0.19701694409192635,0.13647805119149556,0.0,0.04712051826564753,0.2406939262045952,0.15511486944892694,0.09515128363666224,0.0,0.0645391754594009,0.25628491930480984,0.14935851954817625,0.15138395222646228,0.0,0.052180930937779695,0.19758824227086905,0.11629289982091273,0.16677288792584355,0.0,0.06588324984269718,0.17545156893912786,0.08066940240637223,0.129375905365733,0.0,0.04825376148104544,0.17331779468795586,0.2395142901331477,0.1292615103142266,0.0,0.051750439941387866,0.2536798065073441,0.17461354781488622,0.07698003931797988,0.0,0.054881691901990264,0.26052647647315164,0.20701759715642046,0.16046869595243504,0.0,0.06921092598129225,0.17593033644180348,0.08967759390683358,0.17151493457082825,0.0,0.07229147714288002,0.1592819963056399,0.07998009631028571,0.1756486925450102,0.0,0.0721193264211838,0.1418642477815167,0.11033199794585732,0.07281513345914523,0.0,0.04739626092283883,0.2994263883988972,0.28851306195765164,0.09950105027980047,0.0,0.08700518976028919,0.22396059410841165,0.08760150168384925,0.14354424242760996,0.0,0.07758776635197448,0.16916956546328138,0.08457952873252661,0.15023934835688232,0.0,0.0945982994976672,0.1547280707602308,0.07438639382529585,0.1410446257877757,0.0,0.10713198405867892,0.14133718913677493,0.0915938788150682,0.10233710602010976,0.0,0.11073191720332272,0.16785840028252375,0.12179937113002913,0.12024898771174918,0.0,0.09005358127567832,0.1970691007545939,0.09171922705352076,0.1128560978322606,0.0,0.08651671539205087,0.2134339384920497,0.09847346758207276,0.09989383990960037,0.0,0.12686750153938856,0.18179052728621253,0.08742104306966399,0.0
80,80,0.10809390136588128,0.0,0.025264075085803545,0.11146657894720033,0.07912780968986012,0.10445601130616083,0.0,0.022920069790573837,0.07439446700510847,0.02765235086431528,0.08613521578288175,0.0,0.043586182217700914,0.2333086716747306,0.2037610458028052,0.07548954832855846,0.0,0.020964996300823338,0.2325629926081567,0.22387434074981644,0.12231799824861432,0.0,0.020399744613009963,0.06006238954560723,0.022038701912178736,0.11476785007681024,0.0,0.030801719645998645,0.08266148690153624,0.03094411412068572,0.11481256062768096,0.0,0.0493195036670084,0.14066327125087796,0.10991303798895284,0.1009831952372321,0.0,0.05210451789789187,0.219627984818252,0.15041136958892926,0.1275000427183487,0.0,0.035400395960230334,0.1845287339298165,0.132127297510514,0.13005899506820015,0.0,0.023641377835069564,0.0723611714203866,0.027898789567805348,0.1048988712578976,0.0,0.039552040486566985,0.12001206561449244,0.09332604689676932,0.09323050375368422,0.0,0.06593112850590288,0.1842007413558011,0.13187159487106634,0.11082358822312584,0.0,0.05675507700709144,0.16925686519300093,0.06605660515170632,0.15802490645431594,0.0,0.04333922354244533,0.133614312377254,0.0764683535027139,0.15396406317307484,0.0,0.03681024410690995,0.10220631722262458,0.04504703196184268,0.11727604240741173,0.0,0.04329225412350789,0.1327324902035179,0.1304094427784803,0.13331697710306412,0.0,0.060752792021294084,0.14697669928141166,0.1398126517651996,0.0941763695449788,0.0,0.05614936057372346,0.20187863680790405,0.11520575237538612,0.16149934735345678,0.0,0.05186475500338399,0.1129491572151722,0.05769312881618055,0.17122178604970467,0.0,0.04927317870770472,0.11041987361837853,0.05903460415375419,0.14996104843831232,0.0,0.052699962179858895,0.1259319865871471,0.07569429665107807,0.09919552950919353,0.0,0.04441919803338805,0.2307060978737408,0.2433672560956097,0.13214045290593227,0.0,0.0712491882234478,0.16125257339787413,0.05312875385908231,0.155807550725384,0.0,0.056336120377977375,0.1137324449716132,0.057072906273820764,0.17745148851040626,0.0,0.05210198537255184,0.12275785304702005,0.05889393875253065,0.18402117059037928,0.0,0.05098771324330486,0.10563167349052216,0.07348864466757607,0.16823342050340176,0.0,0.057131452675110536,0.1456346908904862,0.08121294898798764,0.13845726068909678,0.0,0.07844973035990027,0.18157764677159147,0.06839163501591176,0.15865409720321175,0.0,0.05782383742345069,0.1833273313078885,0.06764818981887906,0.18822206920051768,0.0,0.048770367488418516,0.1607116080489273,0.0689492424107024,0.0
83,83,0.07980614084080996,0.0,0.13856795407118686,0.16893885888937335,0.049206928440844525,0.08205083643659357,0.0,0.15596514784118226,0.12860462171346534,0.032955450742577136,0.10343221241541524,0.0,0.07024997783449416,0.2497932493255769,0.11482079489662213,0.07981439403425908,0.0,0.088356610608874,0.2639932603836751,0.1421784040547203,0.10090433840092272,0.0,0.14799652844079642,0.11657207159312305,0.03018165202868328,0.09533820697621097,0.0,0.1564702793112039,0.1147181891494427,0.02897791750710835,0.09615176118448823,0.0,0.14260320562655546,0.15111914111514702,0.04468078440954807,0.09802356657693986,0.0,0.05461058753153512,0.2551833549460955,0.12933577963252188,0.10944725805736467,0.0,0.08267381581194844,0.2221240682632425,0.09088304664627342,0.1091264448200429,0.0,0.14728078844265494,0.11672460230906975,0.029281230020885656,0.09458685789351652,0.0,0.16007761186779926,0.11085136355579572,0.05228379984461536,0.103400163057172,0.0,0.14801627378810986,0.1280865942746007,0.060273556104303225,0.0995983445335316,0.0,0.05739517342706502,0.24744945105686955,0.09100642068294144,0.11360990727431927,0.0,0.08313469863069653,0.19936983527678007,0.04927371082756783,0.11768680870117967,0.0,0.13311745363044278,0.14289317167905424,0.031090499403573505,0.0888047246393424,0.0,0.17951328322561547,0.10692604116189006,0.04697207741835134,0.1238489582252148,0.0,0.12592216382793267,0.1093572172272078,0.059468355532815514,0.05693546034701798,0.0,0.08184544544954572,0.29285956103226474,0.1359679483550124,0.11018332138391762,0.0,0.09218830036073923,0.2052936685372344,0.03657361792790224,0.11917967675918195,0.0,0.12327724867454495,0.15470736655412504,0.0257938112703729,0.09927031817266983,0.0,0.17592499133602105,0.10554326425975873,0.030201472756571056,0.09752023509596272,0.0,0.05453192991148527,0.26583342356139955,0.2337495765043772,0.04688191226091791,0.0,0.19152076973112644,0.2186786650966656,0.03602981627536953,0.09397739054730378,0.0,0.1225560665059178,0.1982275634009161,0.031250031965047304,0.1060263903138384,0.0,0.14329092940543486,0.14339647865993954,0.025696465962731486,0.11009812499726017,0.0,0.16298175673639026,0.12431828688738952,0.02738054114525232,0.10947315909197164,0.0,0.1544303593566143,0.13278871171762752,0.04530590149791431,0.03498287336826477,0.0,0.2459861209742305,0.17597978236322598,0.024866843594179698,0.05246376438409036,0.0,0.2281838615623749,0.1631711520142506,0.02494116563961118,0.05701821393396087,0.0,0.2367613028622356,0.1186424491338139,0.02076397523057677,0.0
88,88,0.16817240378353746,0.0,0.0654556097552586,0.1658379872833653,0.04118165736109902,0.18891626758332794,0.0,0.05535068758260762,0.10658830326406307,0.03386027680297087,0.15257497747556933,0.0,0.05898267633204848,0.1508740460850432,0.08503805160591972,0.19081214484587775,0.0,0.044461714190589,0.2109712550170383,0.03575924216071355,0.19583641723408646,0.0,0.053608167678274574,0.14847898939734708,0.028722474280581983,0.19195553472212615,0.0,0.06796304191580456,0.11875559522959375,0.028861680517141962,0.1618170829953461,0.0,0.0707201374161372,0.12439415478461688,0.04116652276453535,0.10605100707939452,0.0,0.04523317479651479,0.2625927047796485,0.16182011683918968,0.14392723205085353,0.0,0.04622887909826084,0.2709400756541588,0.10989557407940936,0.17596182710565064,0.0,0.059193281845553475,0.18673273228803774,0.03378321774866572,0.1865511686766056,0.0,0.07845123658930986,0.11114314840345353,0.02858463025122477,0.14900364703859642,0.0,0.08613061862440892,0.13071826539853726,0.047231405482486485,0.1507465204184609,0.0,0.07313728103404417,0.19274205271179184,0.05579591030780046,0.1470403125726507,0.0,0.06855577522679378,0.2389737588337077,0.053883168914645486,0.1491808835279482,0.0,0.07421397574717377,0.22111617646098747,0.036825757739943364,0.15401699538713548,0.0,0.10265218140502476,0.11584505408422835,0.030045961875056412,0.14388312808624187,0.0,0.09637447409754203,0.13795203152969712,0.038326168454061685,0.15577033035823298,0.0,0.08349771098666914,0.23360721988876898,0.0594652478230233,0.1411295023870171,0.0,0.10496984426466084,0.1909482213035636,0.03841543881238799,0.14402150281238502,0.0,0.09278126485458706,0.1806720246318436,0.034878524228004124,0.14308681456951836,0.0,0.11101377314532962,0.12515833584340627,0.027074846014246392,0.1387975567777229,0.0,0.08743601541034288,0.17137911280646276,0.04994282349137322,0.1480708646056946,0.0,0.08368868852546467,0.2584562924861559,0.06626811127652385,0.14792346268525886,0.0,0.11727204809666653,0.18181113587366646,0.03891445890826472,0.15095723509325967,0.0,0.09531360792755272,0.1722908566465978,0.0361830092147403,0.14415459354496396,0.0,0.10009651419929398,0.15641536312009996,0.02765267129330866,0.15232638390580622,0.0,0.0907656026832141,0.1879058989033551,0.04073679232713683,0.17040515428129913,0.0,0.05390786716100969,0.26958195534750884,0.07870508850330159,0.16921577149830236,0.0,0.04727916520677086,0.27087898988417264,0.05802992150046232,0.13756632932875695,0.0,0.10925251371558538,0.22189764494243444,0.02943938202419108,0.0
91,91,0.09071205420679558,0.0,0.16115089523150108,0.12977435617448305,0.01514320877165965,0.08879478651489439,0.0,0.16457611780834305,0.10897769093461147,0.017117899215181098,0.132603636976182,0.0,0.1045663693365041,0.1328418966453964,0.028771805223060092,0.1428810776082806,0.0,0.10562943971579936,0.13167828513639612,0.019990288582307118,0.1285347598485168,0.0,0.11934000066496525,0.1491200903337654,0.018553653456447237,0.11978479403747858,0.0,0.12743350699699546,0.15736246808555107,0.01840834427307067,0.11287056693831307,0.0,0.12513638471395022,0.12859903981932572,0.02078534102143384,0.1157771536936996,0.0,0.07572285627175092,0.2078447162245926,0.05969954921078782,0.1281462530441684,0.0,0.08409771013427811,0.1708589609910877,0.06030742628628355,0.13528522200722934,0.0,0.10100087790583806,0.1751287547125523,0.02179258487000453,0.12668771263564027,0.0,0.10799751302200436,0.16613758182062666,0.02015184481657224,0.13154080180303535,0.0,0.09735554157029702,0.13419824231278538,0.020354735063503996,0.13230889768356752,0.0,0.06711343262307318,0.2081096394672564,0.031764355271988474,0.14213729137841236,0.0,0.07175378011142458,0.2014888712551377,0.023205993728743976,0.129794871013477,0.0,0.08164072967004414,0.19238390805060768,0.02319382619205124,0.1149523448373048,0.0,0.08737741019677696,0.17105317298509545,0.017068669316226557,0.12732243466651155,0.0,0.07771555884157484,0.15458772141712054,0.019063739295504995,0.09201623929918998,0.0,0.1453481611452582,0.21829822913652835,0.02597168935601417,0.1116785173903365,0.0,0.1233941094306632,0.1644429006865966,0.01760166378843479,0.10395946393228027,0.0,0.11638867397359975,0.15601090422497674,0.017524501448227297,0.10098700296145598,0.0,0.10021431967913062,0.14607185710292844,0.014630060396255825,0.12982159436325366,0.0,0.1111851468428986,0.11232087693588967,0.01930466959342909,0.05057426336468556,0.0,0.2221588209499931,0.1414431534527664,0.011648478883878441,0.08069024372993508,0.0,0.1726469789255509,0.13328011500527792,0.012500520882127386,0.07909372021017087,0.0,0.16698605710546893,0.1106616262446326,0.010579417594083105,0.08535430761908466,0.0,0.15261369292172794,0.09332631441251164,0.009556073887633215,0.10290578252801899,0.0,0.19492564669400714,0.057485464483180135,0.01132921907172276,0.036281370915373284,0.0,0.2446321471580983,0.09793038943128896,0.007304529604315662,0.048831663929652484,0.0,0.23257814731412385,0.09572674592766016,0.008050914270526741,0.06842425474103309,0.0,0.2179348989207655,0.0721576928874988,0.005983311742207682,0.0
